ubicacion,entidad,tasa,tipo_cuenta,condiciones,moneda
JUNIN,BANCO PICHINCHA,2.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CRAC DEL CENTRO,0.3,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC PIURA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMCP LIMA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC AREQUIPA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,FINANCIERA QAPAQ,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCO RIPLEY,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC TRUJILLO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC HUANCAYO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,CRAC LOS ANDES,0.08,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,FINANCIERA CONFIANZA,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,COMPARTAMOS BANCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BANBIF,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCO DE CREDITO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCO FALABELLA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BN. SANTANDER CONS.,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,INTERBANK,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,SCOTIABANK PERU,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,MIBANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCO FALABELLA,1.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,MIBANCO,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC AREQUIPA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,BANBIF,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,INTERBANK,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,SCOTIABANK PERU,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCO DE CREDITO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC CUSCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,ALFIN BANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,CMAC PIURA,-1.03,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
JUNIN,BANCOM,-1.31,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO PICHINCHA,2.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCOM,0.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC PAITA,0.3,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC DEL SANTA,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO GNB,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC PIURA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMCP LIMA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC AREQUIPA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO RIPLEY,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC TRUJILLO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC HUANCAYO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CRAC LOS ANDES,0.08,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,FINANCIERA CONFIANZA,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,COMPARTAMOS BANCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANBIF,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO DE CREDITO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO FALABELLA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BN. SANTANDER CONS.,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,INTERBANK,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,SCOTIABANK PERU,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,MIBANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO FALABELLA,1.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC PAITA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,MIBANCO,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC AREQUIPA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANBIF,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,INTERBANK,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,SCOTIABANK PERU,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCO DE CREDITO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC CUSCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,ALFIN BANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,CMAC PIURA,-1.03,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LA LIBERTAD,BANCOM,-1.31,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO PICHINCHA,2.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCOM,0.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC PAITA,0.3,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO GNB,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC PIURA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMCP LIMA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC AREQUIPA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO RIPLEY,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC TRUJILLO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC HUANCAYO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CRAC LOS ANDES,0.08,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,FINANCIERA CONFIANZA,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,COMPARTAMOS BANCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANBIF,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO DE CREDITO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO FALABELLA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BN. SANTANDER CONS.,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,INTERBANK,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,SCOTIABANK PERU,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,MIBANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO FALABELLA,1.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC PAITA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,MIBANCO,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC AREQUIPA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANBIF,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,INTERBANK,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,SCOTIABANK PERU,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCO DE CREDITO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC CUSCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,ALFIN BANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,CMAC PIURA,-1.03,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LAMBAYEQUE,BANCOM,-1.31,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BANCO FALABELLA,1.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC PAITA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,MIBANCO,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC AREQUIPA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BANBIF,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,INTERBANK,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,SCOTIABANK PERU,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BANCO DE CREDITO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC CUSCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,ALFIN BANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC PIURA,-1.03,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BANCOM,-1.31,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO PICHINCHA,2.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCOM,0.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC TACNA,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC DEL SANTA,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO GNB,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC PIURA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMCP LIMA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC AREQUIPA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,FINANCIERA QAPAQ,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO RIPLEY,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC TRUJILLO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC HUANCAYO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CRAC LOS ANDES,0.08,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CRAC PRYMERA,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,FINANCIERA CONFIANZA,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,COMPARTAMOS BANCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANBIF,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO DE CREDITO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO FALABELLA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BN. SANTANDER CONS.,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,INTERBANK,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,SCOTIABANK PERU,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,MIBANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC ICA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO FALABELLA,1.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,MIBANCO,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC AREQUIPA,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,BANBIF,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,INTERBANK,0.2,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,SCOTIABANK PERU,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,BANCO DE CREDITO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,FINANC. PROEMPRESA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC ICA,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC TACNA,0.05,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC CUSCO,0.01,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,ALFIN BANCO,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,BBVA,0.0,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,CMAC PIURA,-1.03,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LIMA,BANCOM,-1.31,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES CON COBRO DE MANTENIMIENTO,dolares
LORETO,BANCO PICHINCHA,2.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,BANCOM,0.5,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC PAITA,0.3,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC MAYNAS,0.25,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC PIURA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMCP LIMA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC AREQUIPA,0.15,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
LORETO,CMAC TRUJILLO,0.1,AHORRO PERSONAS NATURALES,CUENTA DE AHORRO EN DOLARES SIN COBRO DE MANTENIMIENTO,dolares
